##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
SRR172903.465282 USI-EAS376:2:6:325:117 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.141180555065	concat
SRR172903.465282 USI-EAS376:2:6:325:117 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.1409786404	concat
SRR172903.465282 USI-EAS376:2:6:325:117 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.140314226681	concat
SRR172903.465282 USI-EAS376:2:6:325:117 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.140274055916	concat
SRR172903.243013 USI-EAS376:2:3:1210:1456 length=75	1.75	1279	genus	STAPHYLOCOCCUS	0.170991038691051	concat
SRR172903.243013 USI-EAS376:2:3:1210:1456 length=75	1.75	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.164368654355049	concat
SRR172903.243013 USI-EAS376:2:3:1210:1456 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.154084646278046	concat
SRR172903.243013 USI-EAS376:2:3:1210:1456 length=75	1.75	308354	species	STAPHYLOCOCCUS SIMIAE	0.116712034789035	concat
SRR172903.243013 USI-EAS376:2:3:1210:1456 length=75	1.75	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.116712034789035	concat
SRR172903.243013 USI-EAS376:2:3:1210:1456 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.093290506892328	concat
SRR172903.243013 USI-EAS376:2:3:1210:1456 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.0919018870828276	concat
SRR172903.243013 USI-EAS376:2:3:1210:1456 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0459695985613138	concat
SRR172903.243013 USI-EAS376:2:3:1210:1456 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0459695985613138	concat
SRR172903.288238 USI-EAS376:2:4:337:23 length=75	1.72	1063	species	RHODOBACTER SPHAEROIDES	0.399813218933	concat
SRR172903.288238 USI-EAS376:2:4:337:23 length=75	1.72	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.150285530149	concat
SRR172903.288238 USI-EAS376:2:4:337:23 length=75	1.72	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.150116804929	concat
SRR172903.288238 USI-EAS376:2:4:337:23 length=75	1.72	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.150060605988	concat
SRR172903.288238 USI-EAS376:2:4:337:23 length=75	1.72	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.149723840001	concat
SRR172903.856233 USI-EAS376:2:10:1373:1001 length=75	1.75	1063	species	RHODOBACTER SPHAEROIDES	0.121567597230688	16s_reps_bac
SRR172903.856233 USI-EAS376:2:10:1373:1001 length=75	1.75	Unknown	Unknown	Unclassifiable	0.878432402769312	16s_reps_bac
SRR172903.962866 USI-EAS376:2:12:189:1414 length=75	3.71	1063	species	RHODOBACTER SPHAEROIDES	0.424557540737575	concat
SRR172903.962866 USI-EAS376:2:12:189:1414 length=75	3.71	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.144126171101856	concat
SRR172903.962866 USI-EAS376:2:12:189:1414 length=75	3.71	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.143850950720856	concat
SRR172903.962866 USI-EAS376:2:12:189:1414 length=75	3.71	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.143803608577856	concat
SRR172903.962866 USI-EAS376:2:12:189:1414 length=75	3.71	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.143661728861856	concat
SRR172903.199741 USI-EAS376:2:3:367:129 length=75	3.65	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.144899842814855	concat
SRR172903.199741 USI-EAS376:2:3:367:129 length=75	3.65	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143279959830857	concat
SRR172903.199741 USI-EAS376:2:3:367:129 length=75	3.65	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.143015838779857	concat
SRR172903.199741 USI-EAS376:2:3:367:129 length=75	3.65	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142073077181858	concat
SRR172903.199741 USI-EAS376:2:3:367:129 length=75	3.65	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.142051216829858	concat
SRR172903.199741 USI-EAS376:2:3:367:129 length=75	3.65	1280	species	STAPHYLOCOCCUS AUREUS	0.141356695670859	concat
SRR172903.199741 USI-EAS376:2:3:367:129 length=75	3.65	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0716616844459283	concat
SRR172903.199741 USI-EAS376:2:3:367:129 length=75	3.65	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0716616844459283	concat
SRR172903.989089 USI-EAS376:2:12:752:1854 length=75	4.75	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.143134872960143	concat
SRR172903.989089 USI-EAS376:2:12:752:1854 length=75	4.75	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142990746619143	concat
SRR172903.989089 USI-EAS376:2:12:752:1854 length=75	4.75	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142918746864143	concat
SRR172903.989089 USI-EAS376:2:12:752:1854 length=75	4.75	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142846771839143	concat
SRR172903.989089 USI-EAS376:2:12:752:1854 length=75	4.75	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142828778694143	concat
SRR172903.989089 USI-EAS376:2:12:752:1854 length=75	4.75	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.142684955872143	concat
SRR172903.989089 USI-EAS376:2:12:752:1854 length=75	4.75	1074167	no rank	STREPTOCOCCUS MUTANS TCI 234	0.142595127151143	concat
SRR172903.687968 USI-EAS376:2:8:1397:1717 length=75	8.73	1280	species	STAPHYLOCOCCUS AUREUS	0.283492288731717	concat
SRR172903.687968 USI-EAS376:2:8:1397:1717 length=75	8.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.144628586571855	concat
SRR172903.687968 USI-EAS376:2:8:1397:1717 length=75	8.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143313218322857	concat
SRR172903.687968 USI-EAS376:2:8:1397:1717 length=75	8.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142890644009857	concat
SRR172903.687968 USI-EAS376:2:8:1397:1717 length=75	8.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142324339113858	concat
SRR172903.687968 USI-EAS376:2:8:1397:1717 length=75	8.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0716754616249283	concat
SRR172903.687968 USI-EAS376:2:8:1397:1717 length=75	8.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0716754616249283	concat
SRR172903.443835 USI-EAS376:2:5:1663:1755 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	1	concat
SRR172903.298297 USI-EAS376:2:4:533:1299 length=75	8.73	857133	no rank	STREPTOCOCCUS MUTANS M21	0.142986976954	concat
SRR172903.298297 USI-EAS376:2:4:533:1299 length=75	8.73	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.142933944486	concat
SRR172903.298297 USI-EAS376:2:4:533:1299 length=75	8.73	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142873352895	concat
SRR172903.298297 USI-EAS376:2:4:533:1299 length=75	8.73	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142843067169	concat
SRR172903.298297 USI-EAS376:2:4:533:1299 length=75	8.73	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142812783045	concat
SRR172903.298297 USI-EAS376:2:4:533:1299 length=75	8.73	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142805211459	concat
SRR172903.298297 USI-EAS376:2:4:533:1299 length=75	8.73	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.142744663992	concat
SRR172903.604216 USI-EAS376:2:7:1410:1332 length=75	1.72	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.996449717724389	concat
SRR172903.604216 USI-EAS376:2:7:1410:1332 length=75	1.72	1063	species	RHODOBACTER SPHAEROIDES	0.00355028227561138	concat
SRR172903.169278 USI-EAS376:2:2:1537:1151 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.153472712083	concat
SRR172903.169278 USI-EAS376:2:2:1537:1151 length=75	2.73	1279	genus	STAPHYLOCOCCUS	0.144526313603	concat
SRR172903.169278 USI-EAS376:2:2:1537:1151 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.124842397125	concat
SRR172903.169278 USI-EAS376:2:2:1537:1151 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.124079749548	concat
SRR172903.169278 USI-EAS376:2:2:1537:1151 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.123956497503	concat
SRR172903.169278 USI-EAS376:2:2:1537:1151 length=75	2.73	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.1025109966835	concat
SRR172903.169278 USI-EAS376:2:2:1537:1151 length=75	2.73	308354	species	STAPHYLOCOCCUS SIMIAE	0.1025109966835	concat
SRR172903.169278 USI-EAS376:2:2:1537:1151 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0620501683855	concat
SRR172903.169278 USI-EAS376:2:2:1537:1151 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0620501683855	concat
SRR172903.771258 USI-EAS376:2:9:1344:90 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.925539482863878	concat
SRR172903.771258 USI-EAS376:2:9:1344:90 length=75	1.75	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.0372280847160112	concat
SRR172903.771258 USI-EAS376:2:9:1344:90 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.0186182589839056	concat
SRR172903.771258 USI-EAS376:2:9:1344:90 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.0186141734362056	concat
SRR172903.303569 USI-EAS376:2:4:637:1448 length=75	3.74	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.136657 USI-EAS376:2:2:905:791 length=75	2.70	1063	species	RHODOBACTER SPHAEROIDES	0.461395986887	concat
SRR172903.136657 USI-EAS376:2:2:905:791 length=75	2.70	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.134864273868	concat
SRR172903.136657 USI-EAS376:2:2:905:791 length=75	2.70	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.134641724238	concat
SRR172903.136657 USI-EAS376:2:2:905:791 length=75	2.70	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.134604624273	concat
SRR172903.136657 USI-EAS376:2:2:905:791 length=75	2.70	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.134493390734	concat
SRR172903.558130 USI-EAS376:2:7:432:1207 length=75	3.71	857133	no rank	STREPTOCOCCUS MUTANS M21	0.143178826432143	concat
SRR172903.558130 USI-EAS376:2:7:432:1207 length=75	3.71	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.143047346323143	concat
SRR172903.558130 USI-EAS376:2:7:432:1207 length=75	3.71	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142897215710143	concat
SRR172903.558130 USI-EAS376:2:7:432:1207 length=75	3.71	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142822209551143	concat
SRR172903.558130 USI-EAS376:2:7:432:1207 length=75	3.71	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142747233140143	concat
SRR172903.558130 USI-EAS376:2:7:432:1207 length=75	3.71	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142728496787143	concat
SRR172903.558130 USI-EAS376:2:7:432:1207 length=75	3.71	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.142578672056143	concat
SRR172903.51676 USI-EAS376:2:1:1025:352 length=75	3.74	59201	subspecies	SALMONELLA ENTERICA SUBSP. ENTERICA	0.428341177646572	concat
SRR172903.51676 USI-EAS376:2:1:1025:352 length=75	3.74	562	species	ESCHERICHIA COLI	0.285604244692714	concat
SRR172903.51676 USI-EAS376:2:1:1025:352 length=75	3.74	439843	no rank	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR SCHWARZENGRUND STR. CVM19633	0.143056526273857	concat
SRR172903.51676 USI-EAS376:2:1:1025:352 length=75	3.74	543	family	ENTEROBACTERIACEAE	0.142998051386857	concat
SRR172903.935102 USI-EAS376:2:11:1346:1094 length=75	1.72	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.290100052007	concat
SRR172903.935102 USI-EAS376:2:11:1346:1094 length=75	1.72	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142464714506	concat
SRR172903.935102 USI-EAS376:2:11:1346:1094 length=75	1.72	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.142085104962	concat
SRR172903.935102 USI-EAS376:2:11:1346:1094 length=75	1.72	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141992657842	concat
SRR172903.935102 USI-EAS376:2:11:1346:1094 length=75	1.72	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.141687958644	concat
SRR172903.935102 USI-EAS376:2:11:1346:1094 length=75	1.72	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141669512039	concat
SRR172903.63779 USI-EAS376:2:1:1259:434 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.423438520133	concat
SRR172903.63779 USI-EAS376:2:1:1259:434 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.145331296852	concat
SRR172903.63779 USI-EAS376:2:1:1259:434 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.144975491233	concat
SRR172903.63779 USI-EAS376:2:1:1259:434 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.143781177572	concat
SRR172903.63779 USI-EAS376:2:1:1259:434 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.14247351421	concat
SRR172903.663697 USI-EAS376:2:8:875:1044 length=75	3.74	2	superkingdom	BACTERIA	0.406606508685237	concat
SRR172903.663697 USI-EAS376:2:8:875:1044 length=75	3.74	2157	superkingdom	ARCHAEA	0.304304126918878	concat
SRR172903.663697 USI-EAS376:2:8:875:1044 length=75	3.74	911126	no rank	METHANOBREVIBACTER SMITHII TS94A	0.144544682197942	concat
SRR172903.663697 USI-EAS376:2:8:875:1044 length=75	3.74	483214	no rank	METHANOBREVIBACTER SMITHII DSM 2375	0.144544682197942	concat
SRR172903.804188 USI-EAS376:2:10:250:917 length=75	3.74	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143175293703	concat
SRR172903.804188 USI-EAS376:2:10:250:917 length=75	3.74	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.143024966357	concat
SRR172903.804188 USI-EAS376:2:10:250:917 length=75	3.74	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142887287793	concat
SRR172903.804188 USI-EAS376:2:10:250:917 length=75	3.74	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142749714569	concat
SRR172903.804188 USI-EAS376:2:10:250:917 length=75	3.74	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142487416114	concat
SRR172903.804188 USI-EAS376:2:10:250:917 length=75	3.74	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.142474932288	concat
SRR172903.804188 USI-EAS376:2:10:250:917 length=75	3.74	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.071600194588	concat
SRR172903.804188 USI-EAS376:2:10:250:917 length=75	3.74	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.071600194588	concat
SRR172903.499189 USI-EAS376:2:6:1010:1785 length=75	6.71	1280	species	STAPHYLOCOCCUS AUREUS	0.283505550915716	concat
SRR172903.499189 USI-EAS376:2:6:1010:1785 length=75	6.71	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.144639177375855	concat
SRR172903.499189 USI-EAS376:2:6:1010:1785 length=75	6.71	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.143367078206857	concat
SRR172903.499189 USI-EAS376:2:6:1010:1785 length=75	6.71	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.143151684813857	concat
SRR172903.499189 USI-EAS376:2:6:1010:1785 length=75	6.71	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142954415879857	concat
SRR172903.499189 USI-EAS376:2:6:1010:1785 length=75	6.71	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142382092807858	concat
SRR172903.485569 USI-EAS376:2:6:729:391 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.863000320474173	concat
SRR172903.485569 USI-EAS376:2:6:729:391 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.0228636949671046	concat
SRR172903.485569 USI-EAS376:2:6:729:391 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.0228555967556046	concat
SRR172903.485569 USI-EAS376:2:6:729:391 length=75	1.75	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.0228337845935046	concat
SRR172903.485569 USI-EAS376:2:6:729:391 length=75	1.75	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.0228243626788046	concat
SRR172903.485569 USI-EAS376:2:6:729:391 length=75	1.75	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.0228224521744046	concat
SRR172903.485569 USI-EAS376:2:6:729:391 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.0227997883564046	concat
SRR172903.191487 USI-EAS376:2:3:202:1641 length=75	1.75	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571706466425	concat
SRR172903.191487 USI-EAS376:2:3:202:1641 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.285565115835	concat
SRR172903.191487 USI-EAS376:2:3:202:1641 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.14272841774	concat
SRR172903.141456 USI-EAS376:2:2:999:1738 length=75	6.74	1280	species	STAPHYLOCOCCUS AUREUS	0.186807566575813	concat
SRR172903.141456 USI-EAS376:2:2:999:1738 length=75	6.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.137427284574863	concat
SRR172903.141456 USI-EAS376:2:2:999:1738 length=75	6.74	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.135499420186865	concat
SRR172903.141456 USI-EAS376:2:2:999:1738 length=75	6.74	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.135188772272865	concat
SRR172903.141456 USI-EAS376:2:2:999:1738 length=75	6.74	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.134904619560865	concat
SRR172903.141456 USI-EAS376:2:2:999:1738 length=75	6.74	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.134621039206865	concat
SRR172903.141456 USI-EAS376:2:2:999:1738 length=75	6.74	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0677756488109322	concat
SRR172903.141456 USI-EAS376:2:2:999:1738 length=75	6.74	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0677756488109322	concat
SRR172903.847051 USI-EAS376:2:10:1172:38 length=75	2.73	1181778	no rank	ESCHERICHIA COLI KTE234	0.142903892824	concat
SRR172903.847051 USI-EAS376:2:10:1172:38 length=75	2.73	656437	no rank	ESCHERICHIA COLI TA143	0.142884061077	concat
SRR172903.847051 USI-EAS376:2:10:1172:38 length=75	2.73	1181739	no rank	ESCHERICHIA COLI KTE193	0.142870848263	concat
SRR172903.847051 USI-EAS376:2:10:1172:38 length=75	2.73	562	species	ESCHERICHIA COLI	0.142860831715	concat
SRR172903.847051 USI-EAS376:2:10:1172:38 length=75	2.73	1090926	no rank	ESCHERICHIA COLI W26	0.142817976226	concat
SRR172903.847051 USI-EAS376:2:10:1172:38 length=75	2.73	749546	no rank	ESCHERICHIA COLI MS 185 1	0.142788236745	concat
SRR172903.847051 USI-EAS376:2:10:1172:38 length=75	2.73	37762	no rank	ESCHERICHIA COLI B	0.071437076575	concat
SRR172903.847051 USI-EAS376:2:10:1172:38 length=75	2.73	413997	no rank	ESCHERICHIA COLI B STR. REL606	0.071437076575	concat
SRR172903.421504 USI-EAS376:2:5:1212:1187 length=75	3.74	1063	species	RHODOBACTER SPHAEROIDES	0.376098240542	concat
SRR172903.421504 USI-EAS376:2:5:1212:1187 length=75	3.74	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.236309990254	concat
SRR172903.421504 USI-EAS376:2:5:1212:1187 length=75	3.74	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.130447475323	concat
SRR172903.421504 USI-EAS376:2:5:1212:1187 length=75	3.74	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.130369393489	concat
SRR172903.421504 USI-EAS376:2:5:1212:1187 length=75	3.74	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.126774900392	concat
SRR172903.845156 USI-EAS376:2:10:1129:1552 length=75	1.66	1063	species	RHODOBACTER SPHAEROIDES	0.424374244034424	concat
SRR172903.845156 USI-EAS376:2:10:1129:1552 length=75	1.66	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.144053565210144	concat
SRR172903.845156 USI-EAS376:2:10:1129:1552 length=75	1.66	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.143901248325144	concat
SRR172903.845156 USI-EAS376:2:10:1129:1552 length=75	1.66	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.143874936688144	concat
SRR172903.845156 USI-EAS376:2:10:1129:1552 length=75	1.66	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.143796005742144	concat
SRR172903.956147 USI-EAS376:2:12:36:199 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.280481839765719	concat
SRR172903.956147 USI-EAS376:2:12:36:199 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.146437223883854	concat
SRR172903.956147 USI-EAS376:2:12:36:199 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.145721279924854	concat
SRR172903.956147 USI-EAS376:2:12:36:199 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.143382492725857	concat
SRR172903.956147 USI-EAS376:2:12:36:199 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.143241947161857	concat
SRR172903.956147 USI-EAS376:2:12:36:199 length=75	1.75	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.140735216537859	concat
SRR172903.160798 USI-EAS376:2:2:1369:2011 length=75	1.72	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.579154 USI-EAS376:2:7:866:1956 length=75	3.74	407	genus	METHYLOBACTERIUM	0.359923789748252	hsp70
SRR172903.579154 USI-EAS376:2:7:866:1956 length=75	3.74	622637	species	METHYLOCYSTIS SP. ATCC 49242	0.270570084122189	hsp70
SRR172903.579154 USI-EAS376:2:7:866:1956 length=75	3.74	95563	species	METHYLOBACTERIUM SP. B34	0.121387441000085	hsp70
SRR172903.579154 USI-EAS376:2:7:866:1956 length=75	3.74	1096546	species	METHYLOBACTERIUM SP. GXF4	0.064246109409445	hsp70
SRR172903.579154 USI-EAS376:2:7:866:1956 length=75	3.74	426355	no rank	METHYLOBACTERIUM RADIOTOLERANS JCM 2831	0.0558750764420391	hsp70
SRR172903.579154 USI-EAS376:2:7:866:1956 length=75	3.74	31998	species	METHYLOBACTERIUM RADIOTOLERANS	0.0558750764420391	hsp70
SRR172903.579154 USI-EAS376:2:7:866:1956 length=75	3.74	908290	no rank	METHYLOBACTERIUM MESOPHILICUM SR1.6/6	0.0360612114179752	hsp70
SRR172903.579154 USI-EAS376:2:7:866:1956 length=75	3.74	39956	species	METHYLOBACTERIUM MESOPHILICUM	0.0360612114179752	hsp70
SRR172903.756771 USI-EAS376:2:9:1043:1862 length=75	3.74	562	species	ESCHERICHIA COLI	0.714240824118	concat
SRR172903.756771 USI-EAS376:2:9:1043:1862 length=75	3.74	543	family	ENTEROBACTERIACEAE	0.285759175882	concat
SRR172903.977051 USI-EAS376:2:12:488:1375 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.403142095826161	concat
SRR172903.977051 USI-EAS376:2:12:488:1375 length=75	3.74	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.266560205364107	concat
SRR172903.977051 USI-EAS376:2:12:488:1375 length=75	3.74	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.115174155684046	concat
SRR172903.977051 USI-EAS376:2:12:488:1375 length=75	3.74	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.106617401958043	concat
SRR172903.977051 USI-EAS376:2:12:488:1375 length=75	3.74	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.106507011148043	concat
SRR172903.977051 USI-EAS376:2:12:488:1375 length=75	3.74	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.0019991300196008	concat
