	##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
13589	SRR172903.946486 USI-EAS376:2:11:1608:892 length=75	5.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142932108315	concat
13590	SRR172903.946486 USI-EAS376:2:11:1608:892 length=75	5.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142666512826	concat
13591	SRR172903.946486 USI-EAS376:2:11:1608:892 length=75	5.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142401158445	concat
13592	SRR172903.946486 USI-EAS376:2:11:1608:892 length=75	5.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.141896500757	concat
13593	SRR172903.946486 USI-EAS376:2:11:1608:892 length=75	5.73	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.141872500423	concat
13594	SRR172903.780307 USI-EAS376:2:9:1529:192 length=75	1.75	77133	species	UNCULTURED BACTERIUM	0.610953528379619	16s_reps_bac
13597	SRR172903.489448 USI-EAS376:2:6:807:1847 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.285697334383	concat
13598	SRR172903.489448 USI-EAS376:2:6:807:1847 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.14284285193600002	concat
13599	SRR172903.195638 USI-EAS376:2:3:285:968 length=75	2.73	1063	species	RHODOBACTER SPHAEROIDES	0.4210562226	concat
13600	SRR172903.195638 USI-EAS376:2:3:285:968 length=75	2.73	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.151854996771	concat
13601	SRR172903.195638 USI-EAS376:2:3:285:968 length=75	2.73	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.15180935438100002	concat
13602	SRR172903.195638 USI-EAS376:2:3:285:968 length=75	2.73	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.146154004747	concat
13603	SRR172903.195638 USI-EAS376:2:3:285:968 length=75	2.73	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.129125421501	concat
13604	SRR172903.927412 USI-EAS376:2:11:1164:326 length=75	4.75	1280	species	STAPHYLOCOCCUS AUREUS	0.9717023284618521	concat
13605	SRR172903.927412 USI-EAS376:2:11:1164:326 length=75	4.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.009494353333985921	concat
13607	SRR172903.927412 USI-EAS376:2:11:1164:326 length=75	4.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.00939897842233596	concat
13608	SRR172903.48426 USI-EAS376:2:1:962:193 length=75	2.7	1063	species	RHODOBACTER SPHAEROIDES	0.382822503561494	concat
13609	SRR172903.48426 USI-EAS376:2:1:962:193 length=75	2.7	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.154398527902876	concat
13610	SRR172903.48426 USI-EAS376:2:1:962:193 length=75	2.7	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.154291903308877	concat
13611	SRR172903.48426 USI-EAS376:2:1:962:193 length=75	2.7	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.15427255652487698	concat
13612	SRR172903.48426 USI-EAS376:2:1:962:193 length=75	2.7	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.15421450870187697	concat
13613	SRR172903.555672 USI-EAS376:2:7:383:998 length=75	1.75	1063	species	RHODOBACTER SPHAEROIDES	0.41363810360500003	concat
13614	SRR172903.555672 USI-EAS376:2:7:383:998 length=75	1.75	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.146698478393	concat
13615	SRR172903.555672 USI-EAS376:2:7:383:998 length=75	1.75	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.146674838215	concat
13616	SRR172903.555672 USI-EAS376:2:7:383:998 length=75	1.75	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.146660537106	concat
13617	SRR172903.555672 USI-EAS376:2:7:383:998 length=75	1.75	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.146328042681	concat
13618	SRR172903.487612 USI-EAS376:2:6:770:555 length=75	1.75	1279	genus	STAPHYLOCOCCUS	0.17461835760400002	concat
13619	SRR172903.487612 USI-EAS376:2:6:770:555 length=75	1.75	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.162447747715	concat
13620	SRR172903.487612 USI-EAS376:2:6:770:555 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.156412337783	concat
13621	SRR172903.487612 USI-EAS376:2:6:770:555 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.116302933378	concat
13622	SRR172903.487612 USI-EAS376:2:6:770:555 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.11527589867900001	concat
13623	SRR172903.487612 USI-EAS376:2:6:770:555 length=75	1.75	308354	species	STAPHYLOCOCCUS SIMIAE	0.079819581765	concat
13624	SRR172903.487612 USI-EAS376:2:6:770:555 length=75	1.75	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.079819581765	concat
13625	SRR172903.487612 USI-EAS376:2:6:770:555 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0576517806555	concat
13626	SRR172903.487612 USI-EAS376:2:6:770:555 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0576517806555	concat
13627	SRR172903.253518 USI-EAS376:2:3:1415:889 length=75	2.61	2159	family	METHANOBACTERIACEAE	0.489606992882294	concat
13628	SRR172903.253518 USI-EAS376:2:3:1415:889 length=75	2.61	145260	genus	METHANOTHERMOBACTER	0.126767505069076	concat
13629	SRR172903.253518 USI-EAS376:2:3:1415:889 length=75	2.61	2172	genus	METHANOBREVIBACTER	0.12342097473207402	concat
13630	SRR172903.253518 USI-EAS376:2:3:1415:889 length=75	2.61	2160	genus	METHANOBACTERIUM	0.09670756872445802	concat
13631	SRR172903.253518 USI-EAS376:2:3:1415:889 length=75	2.61	2178	family	METHANOTHERMACEAE	0.0408742396480245	concat
13632	SRR172903.253518 USI-EAS376:2:3:1415:889 length=75	2.61	2180	species	METHANOTHERMUS FERVIDUS	0.0408742396480245	concat
13633	SRR172903.253518 USI-EAS376:2:3:1415:889 length=75	2.61	2179	genus	METHANOTHERMUS	0.0408742396480245	concat
13634	SRR172903.253518 USI-EAS376:2:3:1415:889 length=75	2.61	523846	no rank	METHANOTHERMUS FERVIDUS DSM 2088	0.0408742396480245	concat
13636	SRR172903.127103 USI-EAS376:2:2:718:1160 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.285667256222286	concat
13637	SRR172903.127103 USI-EAS376:2:2:718:1160 length=75	2.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142816551724143	concat
13638	SRR172903.904383 USI-EAS376:2:11:625:69 length=75	3.71	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.14352590000999998	concat
13639	SRR172903.904383 USI-EAS376:2:11:625:69 length=75	3.71	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.143110749763	concat
13640	SRR172903.904383 USI-EAS376:2:11:625:69 length=75	3.71	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142907165889	concat
13641	SRR172903.904383 USI-EAS376:2:11:625:69 length=75	3.71	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142519223981	concat
13642	SRR172903.904383 USI-EAS376:2:11:625:69 length=75	3.71	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.142500766735	concat
13643	SRR172903.904383 USI-EAS376:2:11:625:69 length=75	3.71	1280	species	STAPHYLOCOCCUS AUREUS	0.141861766232	concat
13644	SRR172903.904383 USI-EAS376:2:11:625:69 length=75	3.71	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.071787213695	concat
13645	SRR172903.904383 USI-EAS376:2:11:625:69 length=75	3.71	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.071787213695	concat
13646	SRR172903.721001 USI-EAS376:2:9:306:992 length=75	3.74	1309	species	STREPTOCOCCUS MUTANS	1.0	concat
13647	SRR172903.194643 USI-EAS376:2:3:266:510 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.143394490180143	concat
13648	SRR172903.194643 USI-EAS376:2:3:266:510 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142902373954143	concat
13649	SRR172903.194643 USI-EAS376:2:3:266:510 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142822766933143	concat
13650	SRR172903.194643 USI-EAS376:2:3:266:510 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.14274983548414302	concat
13651	SRR172903.194643 USI-EAS376:2:3:266:510 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142676939237143	concat
13652	SRR172903.194643 USI-EAS376:2:3:266:510 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142537892307143	concat
13653	SRR172903.194643 USI-EAS376:2:3:266:510 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0714578509520715	concat
13654	SRR172903.194643 USI-EAS376:2:3:266:510 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0714578509520715	concat
13655	SRR172903.948232 USI-EAS376:2:11:1648:100 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.29200656716400003	concat
13656	SRR172903.948232 USI-EAS376:2:11:1648:100 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.142027103472	concat
13657	SRR172903.948232 USI-EAS376:2:11:1648:100 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141903638599	concat
13658	SRR172903.948232 USI-EAS376:2:11:1648:100 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.14149691329800002	concat
13659	SRR172903.948232 USI-EAS376:2:11:1648:100 length=75	3.74	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141472302036	concat
13660	SRR172903.948232 USI-EAS376:2:11:1648:100 length=75	3.74	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.14109347543099998	concat
13661	SRR172903.767295 USI-EAS376:2:9:1262:860 length=75	2.7	1280	species	STAPHYLOCOCCUS AUREUS	0.157171981187843	concat
13662	SRR172903.767295 USI-EAS376:2:9:1262:860 length=75	2.7	1279	genus	STAPHYLOCOCCUS	0.154869249087845	concat
13663	SRR172903.767295 USI-EAS376:2:9:1262:860 length=75	2.7	308354	species	STAPHYLOCOCCUS SIMIAE	0.13011390838036999	concat
13664	SRR172903.767295 USI-EAS376:2:9:1262:860 length=75	2.7	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.13011390838036999	concat
13665	SRR172903.767295 USI-EAS376:2:9:1262:860 length=75	2.7	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.10787419513489199	concat
13666	SRR172903.767295 USI-EAS376:2:9:1262:860 length=75	2.7	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.106672682479893	concat
13667	SRR172903.767295 USI-EAS376:2:9:1262:860 length=75	2.7	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.106479064430894	concat
13668	SRR172903.767295 USI-EAS376:2:9:1262:860 length=75	2.7	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0533525054589467	concat
13669	SRR172903.767295 USI-EAS376:2:9:1262:860 length=75	2.7	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0533525054589467	concat
13670	SRR172903.762665 USI-EAS376:2:9:1167:1811 length=75	2.7	1309	species	STREPTOCOCCUS MUTANS	1.0	concat
13671	SRR172903.883943 USI-EAS376:2:11:192:714 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.29037728622229	concat
13672	SRR172903.883943 USI-EAS376:2:11:192:714 length=75	3.74	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142447836666142	concat
13673	SRR172903.883943 USI-EAS376:2:11:192:714 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.14203806907814198	concat
13674	SRR172903.883943 USI-EAS376:2:11:192:714 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141937649847142	concat
13675	SRR172903.883943 USI-EAS376:2:11:192:714 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.14160952826814202	concat
13676	SRR172903.883943 USI-EAS376:2:11:192:714 length=75	3.74	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141589629918142	concat
13677	SRR172903.601879 USI-EAS376:2:7:1363:1738 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.166739122817167	concat
13678	SRR172903.601879 USI-EAS376:2:7:1363:1738 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.13980795300314003	concat
13679	SRR172903.601879 USI-EAS376:2:7:1363:1738 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.138861462638139	concat
13680	SRR172903.601879 USI-EAS376:2:7:1363:1738 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.138708337546139	concat
13681	SRR172903.601879 USI-EAS376:2:7:1363:1738 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.138568107189139	concat
13682	SRR172903.601879 USI-EAS376:2:7:1363:1738 length=75	2.73	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.138427996603138	concat
13683	SRR172903.601879 USI-EAS376:2:7:1363:1738 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0694435101015694	concat
13684	SRR172903.601879 USI-EAS376:2:7:1363:1738 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0694435101015694	concat
13685	SRR172903.876927 USI-EAS376:2:11:31:1889 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.282081850996361	concat
13686	SRR172903.876927 USI-EAS376:2:11:31:1889 length=75	3.74	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.278875709754248	concat
13687	SRR172903.876927 USI-EAS376:2:11:31:1889 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.278266637628248	concat
13688	SRR172903.876927 USI-EAS376:2:11:31:1889 length=75	3.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.160775801621143	concat
13689	SRR172903.989104 USI-EAS376:2:12:752:369 length=75	10.75	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.142945560751857	concat
13690	SRR172903.989104 USI-EAS376:2:12:752:369 length=75	10.75	857133	no rank	STREPTOCOCCUS MUTANS M21	0.142895175090857	concat
13691	SRR172903.989104 USI-EAS376:2:12:752:369 length=75	10.75	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.142869988895857	concat
13692	SRR172903.989104 USI-EAS376:2:12:752:369 length=75	10.75	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142841204453857	concat
13693	SRR172903.989104 USI-EAS376:2:12:752:369 length=75	10.75	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.14282681697285698	concat
13694	SRR172903.989104 USI-EAS376:2:12:752:369 length=75	10.75	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142812425172857	concat
13695	SRR172903.989104 USI-EAS376:2:12:752:369 length=75	10.75	857100	no rank	STREPTOCOCCUS MUTANS M230	0.14280882866185698	concat
13696	SRR172903.236771 USI-EAS376:2:3:1092:550 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.95148912448219	concat
13697	SRR172903.236771 USI-EAS376:2:3:1092:550 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.0411932900959082	concat
13698	SRR172903.236771 USI-EAS376:2:3:1092:550 length=75	3.74	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.00731758542190146	concat
13699	SRR172903.187700 USI-EAS376:2:3:127:237 length=75	2.73	91347	order	ENTEROBACTERIALES	0.867747845388477	mtDNA_ND4_aa_aligned
13702	SRR172903.187700 USI-EAS376:2:3:127:237 length=75	2.73	28890	phylum	EURYARCHAEOTA	0.00557400564605307	mtDNA_ND4_aa_aligned
13703	SRR172903.187700 USI-EAS376:2:3:127:237 length=75	2.73	2206	family	METHANOSARCINACEAE	0.00557400564605307	mtDNA_ND4_aa_aligned
13704	SRR172903.187700 USI-EAS376:2:3:127:237 length=75	2.73	679901	no rank	METHANOSALSUM ZHILINAE DSM 4017	0.00557400564605307	mtDNA_ND4_aa_aligned
13705	SRR172903.187700 USI-EAS376:2:3:127:237 length=75	2.73	39669	species	METHANOSALSUM ZHILINAE	0.00557400564605307	mtDNA_ND4_aa_aligned
13706	SRR172903.187700 USI-EAS376:2:3:127:237 length=75	2.73	94695	order	METHANOSARCINALES	0.00557400564605307	mtDNA_ND4_aa_aligned
13707	SRR172903.187700 USI-EAS376:2:3:127:237 length=75	2.73	196136	genus	METHANOSALSUM	0.00557400564605307	mtDNA_ND4_aa_aligned
13708	SRR172903.187700 USI-EAS376:2:3:127:237 length=75	2.73	224756	class	METHANOMICROBIA	0.00557400564605307	mtDNA_ND4_aa_aligned
13710	SRR172903.471163 USI-EAS376:2:6:442:1878 length=75	10.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.430808673789431	concat
13711	SRR172903.471163 USI-EAS376:2:6:442:1878 length=75	10.75	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142933627156143	concat
13712	SRR172903.471163 USI-EAS376:2:6:442:1878 length=75	10.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142301457930142	concat
13713	SRR172903.471163 USI-EAS376:2:6:442:1878 length=75	10.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142266425990142	concat
13714	SRR172903.471163 USI-EAS376:2:6:442:1878 length=75	10.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.141689815134142	concat
13715	SRR172903.209014 USI-EAS376:2:3:547:970 length=75	3.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.142927007222	concat
13716	SRR172903.209014 USI-EAS376:2:3:547:970 length=75	3.74	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142862389121	concat
13717	SRR172903.209014 USI-EAS376:2:3:547:970 length=75	3.74	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142852432328	concat
13718	SRR172903.209014 USI-EAS376:2:3:547:970 length=75	3.74	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.142843295408	concat
13719	SRR172903.209014 USI-EAS376:2:3:547:970 length=75	3.74	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142834139568	concat
13720	SRR172903.209014 USI-EAS376:2:3:547:970 length=75	3.74	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142816650756	concat
13721	SRR172903.209014 USI-EAS376:2:3:547:970 length=75	3.74	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.07143204279849999	concat
13722	SRR172903.209014 USI-EAS376:2:3:547:970 length=75	3.74	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.07143204279849999	concat
13723	SRR172903.462852 USI-EAS376:2:6:275:109 length=75	3.71	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.406693490895644	concat
13724	SRR172903.462852 USI-EAS376:2:6:275:109 length=75	3.71	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.20044226896912	concat
13725	SRR172903.462852 USI-EAS376:2:6:275:109 length=75	3.71	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.19954952749312	concat
13726	SRR172903.462852 USI-EAS376:2:6:275:109 length=75	3.71	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.19331471264211603	concat
13727	SRR172903.274270 USI-EAS376:2:4:52:940 length=75	2.7	1309	species	STREPTOCOCCUS MUTANS	1.0	concat
13728	SRR172903.251201 USI-EAS376:2:3:1369:658 length=75	4.75	857100	no rank	STREPTOCOCCUS MUTANS M230	0.250439875914875	concat
13729	SRR172903.251201 USI-EAS376:2:3:1369:658 length=75	4.75	1074175	no rank	STREPTOCOCCUS MUTANS TCI 256	0.245015144542878	concat
13730	SRR172903.251201 USI-EAS376:2:3:1369:658 length=75	4.75	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.12589041119393699	concat
13731	SRR172903.251201 USI-EAS376:2:3:1369:658 length=75	4.75	857133	no rank	STREPTOCOCCUS MUTANS M21	0.123781447096938	concat
13732	SRR172903.251201 USI-EAS376:2:3:1369:658 length=75	4.75	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.12311133999493801	concat
13733	SRR172903.251201 USI-EAS376:2:3:1369:658 length=75	4.75	1074178	no rank	STREPTOCOCCUS MUTANS TCI 267	0.11986546006694	concat
13734	SRR172903.251201 USI-EAS376:2:3:1369:658 length=75	4.75	1309	species	STREPTOCOCCUS MUTANS	0.0118963211894941	concat
13735	SRR172903.321416 USI-EAS376:2:4:990:1443 length=75	9.74	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.399916137508	concat
13736	SRR172903.321416 USI-EAS376:2:4:990:1443 length=75	9.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.393370827475	concat
13737	SRR172903.321416 USI-EAS376:2:4:990:1443 length=75	9.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.206713035017	concat
13738	SRR172903.537240 USI-EAS376:2:6:1790:962 length=75	2.73	562	species	ESCHERICHIA COLI	0.4285140323065711	concat
13740	SRR172903.537240 USI-EAS376:2:6:1790:962 length=75	2.73	913088	no rank	ESCHERICHIA COLI TW11681	0.142894180122857	concat
13741	SRR172903.537240 USI-EAS376:2:6:1790:962 length=75	2.73	754080	no rank	ESCHERICHIA COLI 3030 1	0.142881215381857	concat
13742	SRR172903.537240 USI-EAS376:2:6:1790:962 length=75	2.73	543	family	ENTEROBACTERIACEAE	0.142803449696857	concat
13743	SRR172903.477063 USI-EAS376:2:6:559:278 length=75	3.68	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.287503408815288	concat
13744	SRR172903.477063 USI-EAS376:2:6:559:278 length=75	3.68	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.143246851619143	concat
13745	SRR172903.477063 USI-EAS376:2:6:559:278 length=75	3.68	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.143037388768143	concat
13746	SRR172903.477063 USI-EAS376:2:6:559:278 length=75	3.68	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142348061517142	concat
13747	SRR172903.477063 USI-EAS376:2:6:559:278 length=75	3.68	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142306378664142	concat
13748	SRR172903.477063 USI-EAS376:2:6:559:278 length=75	3.68	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.141557910616142	concat
13749	SRR172903.268147 USI-EAS376:2:3:1710:788 length=75	1.75	77133	species	UNCULTURED BACTERIUM	0.429910077009171	16s_reps_bac
13750	SRR172903.268147 USI-EAS376:2:3:1710:788 length=75	1.75	189668	species	UNCULTURED STAPHYLOCOCCUS SP.	0.195401391155941	16s_reps_bac
13752	SRR172903.395193 USI-EAS376:2:5:681:776 length=75	2.61	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.287557915109288	concat
13753	SRR172903.395193 USI-EAS376:2:5:681:776 length=75	2.61	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142732183575143	concat
13754	SRR172903.395193 USI-EAS376:2:5:681:776 length=75	2.61	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.14256761811614302	concat
13755	SRR172903.395193 USI-EAS376:2:5:681:776 length=75	2.61	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142527511284143	concat
13756	SRR172903.395193 USI-EAS376:2:5:681:776 length=75	2.61	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142351900815142	concat
13757	SRR172903.395193 USI-EAS376:2:5:681:776 length=75	2.61	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.142262871100142	concat
13758	SRR172903.607721 USI-EAS376:2:7:1485:589 length=75	2.67	1074095	no rank	STREPTOCOCCUS MUTANS TCI 11	0.143135698246	concat
13759	SRR172903.607721 USI-EAS376:2:7:1485:589 length=75	2.67	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.143097418028	concat
13760	SRR172903.607721 USI-EAS376:2:7:1485:589 length=75	2.67	857133	no rank	STREPTOCOCCUS MUTANS M21	0.142918914161	concat
13761	SRR172903.607721 USI-EAS376:2:7:1485:589 length=75	2.67	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.142829738674	concat
